Rental Id,Duration,Bike Id,End Date,EndStation Id,EndStation Name,Start Date,StartStation Id,StartStation Name,Start Time,End Time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Station,Location,datum_start,tijd_start,dag_van_de_week_start,dagdeel_start,datum_end,tijd_end,dag_van_de_week_end,dagdeel_end,Categorie,nlc,Borough,Note,Entry_Week,Entry_Saturday,Entry_Sunday,Exit_Week,Exit_Saturday,Exit_Sunday,AnnualEntryExit_Mill,OS X,OS Y,Latitude,Longitude,Zone,Postcode,latitude,longitude,closest_stalling
124940091,1260,18314,2022-09-06,105,"Westbourne Grove, Bayswater",2022-09-06,191,"Hyde Park Corner, Hyde Park",18:16:00,18:37:00,16.9,15.3,18.8,7.6,0,171,13.0,31.5,1012.4,0,Hyde Park Corner,Hyde Park,2022-09-06,00:00:00,Tuesday,Nacht,2022-09-06,00:00:00,Tuesday,Nacht,Dagelijkse rit,614,City of Westminster, ,7515,7654,6368,8292,7400,6454,727.13,528330,179801,51.502583765542106,-0.1524741126318679,1,SW1X 7LY,51.50258503735252,-0.15244944696443716,191
124814220,1380,19283,2022-09-03,111,"Park Lane , Hyde Park",2022-09-03,191,"Hyde Park Corner, Hyde Park",12:00:00,12:23:00,18.1,14.5,22.2,0.0,0,171,9.8,27.8,1009.4,0,Hyde Park Corner,Hyde Park,2022-09-03,00:00:00,Saturday,Nacht,2022-09-03,00:00:00,Saturday,Nacht,Dagelijkse rit,614,City of Westminster, ,7515,7654,6368,8292,7400,6454,727.13,528330,179801,51.502583765542106,-0.1524741126318679,1,SW1X 7LY,51.50258503735252,-0.15244944696443716,191
124708611,1680,15123,2022-08-31,38,"Abingdon Villas, Kensington",2022-08-31,191,"Hyde Park Corner, Hyde Park",15:40:00,16:08:00,16.4,12.1,21.1,0.0,0,34,18.0,38.9,1024.0,0,Hyde Park Corner,Hyde Park,2022-08-31,00:00:00,Wednesday,Nacht,2022-08-31,00:00:00,Wednesday,Nacht,Meerdere daagse rit,614,City of Westminster, ,7515,7654,6368,8292,7400,6454,727.13,528330,179801,51.502583765542106,-0.1524741126318679,1,SW1X 7LY,51.50258503735252,-0.15244944696443716,191
124857137,420,17773,2022-09-04,514,"Portman Square, Marylebone",2022-09-04,191,"Hyde Park Corner, Hyde Park",13:41:00,13:48:00,18.5,15.7,21.8,0.0,0,158,12.3,29.6,1014.6,0,Hyde Park Corner,Hyde Park,2022-09-04,00:00:00,Sunday,Nacht,2022-09-04,00:00:00,Sunday,Nacht,Kleine rit,614,City of Westminster, ,7515,7654,6368,8292,7400,6454,727.13,528330,179801,51.502583765542106,-0.1524741126318679,1,SW1X 7LY,51.50258503735252,-0.15244944696443716,191
124926544,1560,19062,2022-09-06,230,"Poured Lines, Bankside",2022-09-06,191,"Hyde Park Corner, Hyde Park",11:13:00,11:39:00,16.9,15.3,18.8,7.6,0,171,13.0,31.5,1012.4,0,Hyde Park Corner,Hyde Park,2022-09-06,00:00:00,Tuesday,Nacht,2022-09-06,00:00:00,Tuesday,Nacht,Meerdere daagse rit,614,City of Westminster, ,7515,7654,6368,8292,7400,6454,727.13,528330,179801,51.502583765542106,-0.1524741126318679,1,SW1X 7LY,51.50258503735252,-0.15244944696443716,191
124718405,780,13324,2022-08-31,116,"Little Argyll Street, West End",2022-08-31,224,"Queensway, Kensington Gardens",18:23:00,18:36:00,16.4,12.1,21.1,0.0,0,34,18.0,38.9,1024.0,0,Queensway,Kensington Gardens,2022-08-31,00:00:00,Wednesday,Nacht,2022-08-31,00:00:00,Wednesday,Nacht,Dagelijkse rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124920656,1200,7801,2022-09-06,14,"Belgrove Street , King's Cross",2022-09-06,224,"Queensway, Kensington Gardens",08:33:00,08:53:00,16.9,15.3,18.8,7.6,0,171,13.0,31.5,1012.4,0,Queensway,Kensington Gardens,2022-09-06,00:00:00,Tuesday,Nacht,2022-09-06,00:00:00,Tuesday,Nacht,Dagelijkse rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124690194,660,22067,2022-08-31,218,"St. Luke's Church, Chelsea",2022-08-31,737,"Fulham Broadway, Walham Green",06:59:00,07:10:00,16.4,12.1,21.1,0.0,0,34,18.0,38.9,1024.0,0,Fulham Broadway,Walham Green,2022-08-31,00:00:00,Wednesday,Nacht,2022-08-31,00:00:00,Wednesday,Nacht,Kleine rit,581,Hammersmith and Fulham, ,15310,12139,6951,15025,10125,6572,1162.5,525402,177244,51.480260585746336,-0.1955441615278966,2,SW6 1BY,51.480261387709156,-0.19552034088312514,691
124851289,840,19774,2022-09-04,163,"Sloane Avenue, Knightsbridge",2022-09-04,737,"Fulham Broadway, Walham Green",11:38:00,11:52:00,18.5,15.7,21.8,0.0,0,158,12.3,29.6,1014.6,0,Fulham Broadway,Walham Green,2022-09-04,00:00:00,Sunday,Nacht,2022-09-04,00:00:00,Sunday,Nacht,Dagelijkse rit,581,Hammersmith and Fulham, ,15310,12139,6951,15025,10125,6572,1162.5,525402,177244,51.480260585746336,-0.1955441615278966,2,SW6 1BY,51.480261387709156,-0.19552034088312514,691
124915729,600,18171,2022-09-06,218,"St. Luke's Church, Chelsea",2022-09-06,737,"Fulham Broadway, Walham Green",07:13:00,07:23:00,16.9,15.3,18.8,7.6,0,171,13.0,31.5,1012.4,0,Fulham Broadway,Walham Green,2022-09-06,00:00:00,Tuesday,Nacht,2022-09-06,00:00:00,Tuesday,Nacht,Kleine rit,581,Hammersmith and Fulham, ,15310,12139,6951,15025,10125,6572,1162.5,525402,177244,51.480260585746336,-0.1955441615278966,2,SW6 1BY,51.480261387709156,-0.19552034088312514,691
124729532,1680,3399,2022-09-01,603,"Caldwell Street, Stockwell",2022-09-01,737,"Fulham Broadway, Walham Green",01:08:00,01:36:00,18.0,14.0,23.0,0.0,0,54,17.3,33.3,1019.6,0,Fulham Broadway,Walham Green,2022-09-01,00:00:00,Thursday,Nacht,2022-09-01,00:00:00,Thursday,Nacht,Meerdere daagse rit,581,Hammersmith and Fulham, ,15310,12139,6951,15025,10125,6572,1162.5,525402,177244,51.480260585746336,-0.1955441615278966,2,SW6 1BY,51.480261387709156,-0.19552034088312514,691
124904636,240,11987,2022-09-05,619,"Irene Road, Parsons Green",2022-09-05,737,"Fulham Broadway, Walham Green",18:23:00,18:27:00,18.7,16.6,21.8,6.1,0,165,10.5,24.1,1015.7,0,Fulham Broadway,Walham Green,2022-09-05,00:00:00,Monday,Nacht,2022-09-05,00:00:00,Monday,Nacht,Kleine rit,581,Hammersmith and Fulham, ,15310,12139,6951,15025,10125,6572,1162.5,525402,177244,51.480260585746336,-0.1955441615278966,2,SW6 1BY,51.480261387709156,-0.19552034088312514,691
124703503,300,14117,2022-08-31,761,"Humbolt Road, Fulham",2022-08-31,737,"Fulham Broadway, Walham Green",12:55:00,13:00:00,16.4,12.1,21.1,0.0,0,34,18.0,38.9,1024.0,0,Fulham Broadway,Walham Green,2022-08-31,00:00:00,Wednesday,Nacht,2022-08-31,00:00:00,Wednesday,Nacht,Kleine rit,581,Hammersmith and Fulham, ,15310,12139,6951,15025,10125,6572,1162.5,525402,177244,51.480260585746336,-0.1955441615278966,2,SW6 1BY,51.480261387709156,-0.19552034088312514,691
124745883,2040,13120,2022-09-01,686,"Beryl Road, Hammersmith",2022-09-01,121,"Baker Street, Marylebone",14:08:00,14:42:00,18.0,14.0,23.0,0.0,0,54,17.3,33.3,1019.6,0,Baker Street,Marylebone,2022-09-01,00:00:00,Thursday,Nacht,2022-09-01,00:00:00,Thursday,Nacht,Meerdere daagse rit,511,City of Westminster, ,47116,29088,22260,44913,27901,20754,3388.25,527965,182078,51.52312936605881,-0.1569041929861845,1,NW1 5LA,51.52313108110813,-0.15687914694870797,257
124805089,1800,23691,2022-09-03,603,"Caldwell Street, Stockwell",2022-09-03,737,"Fulham Broadway, Walham Green",01:04:00,01:34:00,18.1,14.5,22.2,0.0,0,171,9.8,27.8,1009.4,0,Fulham Broadway,Walham Green,2022-09-03,00:00:00,Saturday,Nacht,2022-09-03,00:00:00,Saturday,Nacht,Meerdere daagse rit,581,Hammersmith and Fulham, ,15310,12139,6951,15025,10125,6572,1162.5,525402,177244,51.480260585746336,-0.1955441615278966,2,SW6 1BY,51.480261387709156,-0.19552034088312514,691
124825211,540,19936,2022-09-03,345,"Flood Street, Chelsea",2022-09-03,737,"Fulham Broadway, Walham Green",15:44:00,15:53:00,18.1,14.5,22.2,0.0,0,171,9.8,27.8,1009.4,0,Fulham Broadway,Walham Green,2022-09-03,00:00:00,Saturday,Nacht,2022-09-03,00:00:00,Saturday,Nacht,Kleine rit,581,Hammersmith and Fulham, ,15310,12139,6951,15025,10125,6572,1162.5,525402,177244,51.480260585746336,-0.1955441615278966,2,SW6 1BY,51.480261387709156,-0.19552034088312514,691
124829353,840,22014,2022-09-03,660,"West Kensington Station, West Kensington",2022-09-03,737,"Fulham Broadway, Walham Green",17:05:00,17:19:00,18.1,14.5,22.2,0.0,0,171,9.8,27.8,1009.4,0,Fulham Broadway,Walham Green,2022-09-03,00:00:00,Saturday,Nacht,2022-09-03,00:00:00,Saturday,Nacht,Dagelijkse rit,581,Hammersmith and Fulham, ,15310,12139,6951,15025,10125,6572,1162.5,525402,177244,51.480260585746336,-0.1955441615278966,2,SW6 1BY,51.480261387709156,-0.19552034088312514,691
124877566,780,19726,2022-09-05,138,"Green Street, Mayfair",2022-09-04,224,"Queensway, Kensington Gardens",23:59:00,00:12:00,18.5,15.7,21.8,0.0,0,158,12.3,29.6,1014.6,0,Queensway,Kensington Gardens,2022-09-04,00:00:00,Sunday,Nacht,2022-09-05,00:00:00,Monday,Nacht,Dagelijkse rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124749794,300,8523,2022-09-01,568,"Bishop's Bridge Road West, Bayswater",2022-09-01,224,"Queensway, Kensington Gardens",16:14:00,16:19:00,18.0,14.0,23.0,0.0,0,54,17.3,33.3,1019.6,0,Queensway,Kensington Gardens,2022-09-01,00:00:00,Thursday,Nacht,2022-09-01,00:00:00,Thursday,Nacht,Kleine rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124786061,1140,22249,2022-09-02,524,"Lancaster Gate , Bayswater",2022-09-02,224,"Queensway, Kensington Gardens",15:51:00,16:10:00,18.5,14.7,23.6,5.3,0,71,11.1,24.1,1013.0,0,Queensway,Kensington Gardens,2022-09-02,00:00:00,Friday,Nacht,2022-09-02,00:00:00,Friday,Nacht,Dagelijkse rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124947199,180,14213,2022-09-06,105,"Westbourne Grove, Bayswater",2022-09-06,224,"Queensway, Kensington Gardens",22:03:00,22:06:00,16.9,15.3,18.8,7.6,0,171,13.0,31.5,1012.4,0,Queensway,Kensington Gardens,2022-09-06,00:00:00,Tuesday,Nacht,2022-09-06,00:00:00,Tuesday,Nacht,Kleine rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124728287,1080,15792,2022-08-31,761,"Humbolt Road, Fulham",2022-08-31,191,"Hyde Park Corner, Hyde Park",22:46:00,23:04:00,16.4,12.1,21.1,0.0,0,34,18.0,38.9,1024.0,0,Hyde Park Corner,Hyde Park,2022-08-31,00:00:00,Wednesday,Nacht,2022-08-31,00:00:00,Wednesday,Nacht,Dagelijkse rit,614,City of Westminster, ,7515,7654,6368,8292,7400,6454,727.13,528330,179801,51.502583765542106,-0.1524741126318679,1,SW1X 7LY,51.50258503735252,-0.15244944696443716,191
124815376,720,16652,2022-09-03,404,"Palace Gate, Kensington Gardens",2022-09-03,191,"Hyde Park Corner, Hyde Park",12:23:00,12:35:00,18.1,14.5,22.2,0.0,0,171,9.8,27.8,1009.4,0,Hyde Park Corner,Hyde Park,2022-09-03,00:00:00,Saturday,Nacht,2022-09-03,00:00:00,Saturday,Nacht,Dagelijkse rit,614,City of Westminster, ,7515,7654,6368,8292,7400,6454,727.13,528330,179801,51.502583765542106,-0.1524741126318679,1,SW1X 7LY,51.50258503735252,-0.15244944696443716,191
124813718,1140,7370,2022-09-03,333,"Palace Gardens Terrace, Notting Hill",2022-09-03,191,"Hyde Park Corner, Hyde Park",11:50:00,12:09:00,18.1,14.5,22.2,0.0,0,171,9.8,27.8,1009.4,0,Hyde Park Corner,Hyde Park,2022-09-03,00:00:00,Saturday,Nacht,2022-09-03,00:00:00,Saturday,Nacht,Dagelijkse rit,614,City of Westminster, ,7515,7654,6368,8292,7400,6454,727.13,528330,179801,51.502583765542106,-0.1524741126318679,1,SW1X 7LY,51.50258503735252,-0.15244944696443716,191
124717355,1200,17863,2022-08-31,775,"Little Brook Green, Brook Green",2022-08-31,191,"Hyde Park Corner, Hyde Park",18:11:00,18:31:00,16.4,12.1,21.1,0.0,0,34,18.0,38.9,1024.0,0,Hyde Park Corner,Hyde Park,2022-08-31,00:00:00,Wednesday,Nacht,2022-08-31,00:00:00,Wednesday,Nacht,Dagelijkse rit,614,City of Westminster, ,7515,7654,6368,8292,7400,6454,727.13,528330,179801,51.502583765542106,-0.1524741126318679,1,SW1X 7LY,51.50258503735252,-0.15244944696443716,191
124712338,2940,22265,2022-08-31,247,"St. John's Wood Church, The Regent's Park",2022-08-31,191,"Hyde Park Corner, Hyde Park",17:08:00,17:57:00,16.4,12.1,21.1,0.0,0,34,18.0,38.9,1024.0,0,Hyde Park Corner,Hyde Park,2022-08-31,00:00:00,Wednesday,Nacht,2022-08-31,00:00:00,Wednesday,Nacht,Meerdere daagse rit,614,City of Westminster, ,7515,7654,6368,8292,7400,6454,727.13,528330,179801,51.502583765542106,-0.1524741126318679,1,SW1X 7LY,51.50258503735252,-0.15244944696443716,191
124902770,1020,21257,2022-09-05,775,"Little Brook Green, Brook Green",2022-09-05,191,"Hyde Park Corner, Hyde Park",17:58:00,18:15:00,18.7,16.6,21.8,6.1,0,165,10.5,24.1,1015.7,0,Hyde Park Corner,Hyde Park,2022-09-05,00:00:00,Monday,Nacht,2022-09-05,00:00:00,Monday,Nacht,Dagelijkse rit,614,City of Westminster, ,7515,7654,6368,8292,7400,6454,727.13,528330,179801,51.502583765542106,-0.1524741126318679,1,SW1X 7LY,51.50258503735252,-0.15244944696443716,191
124864454,540,20637,2022-09-04,290,"St Mary's Hospital, Paddington",2022-09-04,224,"Queensway, Kensington Gardens",16:18:00,16:27:00,18.5,15.7,21.8,0.0,0,158,12.3,29.6,1014.6,0,Queensway,Kensington Gardens,2022-09-04,00:00:00,Sunday,Nacht,2022-09-04,00:00:00,Sunday,Nacht,Kleine rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124773733,1020,19329,2022-09-02,213,"Wellington Arch, Hyde Park",2022-09-02,224,"Queensway, Kensington Gardens",09:03:00,09:20:00,18.5,14.7,23.6,5.3,0,71,11.1,24.1,1013.0,0,Queensway,Kensington Gardens,2022-09-02,00:00:00,Friday,Nacht,2022-09-02,00:00:00,Friday,Nacht,Dagelijkse rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124824764,1500,11734,2022-09-03,307,"Black Lion Gate, Kensington Gardens",2022-09-03,224,"Queensway, Kensington Gardens",15:34:00,15:59:00,18.1,14.5,22.2,0.0,0,171,9.8,27.8,1009.4,0,Queensway,Kensington Gardens,2022-09-03,00:00:00,Saturday,Nacht,2022-09-03,00:00:00,Saturday,Nacht,Meerdere daagse rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124906275,6780,14749,2022-09-05,524,"Lancaster Gate , Bayswater",2022-09-05,224,"Queensway, Kensington Gardens",18:46:00,20:39:00,18.7,16.6,21.8,6.1,0,165,10.5,24.1,1015.7,0,Queensway,Kensington Gardens,2022-09-05,00:00:00,Monday,Nacht,2022-09-05,00:00:00,Monday,Nacht,Meerdere daagse rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124891335,360,18027,2022-09-05,404,"Palace Gate, Kensington Gardens",2022-09-05,224,"Queensway, Kensington Gardens",12:50:00,12:56:00,18.7,16.6,21.8,6.1,0,165,10.5,24.1,1015.7,0,Queensway,Kensington Gardens,2022-09-05,00:00:00,Monday,Nacht,2022-09-05,00:00:00,Monday,Nacht,Kleine rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124891028,420,20507,2022-09-05,157,"Wright's Lane, Kensington",2022-09-05,224,"Queensway, Kensington Gardens",12:39:00,12:46:00,18.7,16.6,21.8,6.1,0,165,10.5,24.1,1015.7,0,Queensway,Kensington Gardens,2022-09-05,00:00:00,Monday,Nacht,2022-09-05,00:00:00,Monday,Nacht,Kleine rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124884980,1260,7349,2022-09-05,64,"William IV Street, Strand",2022-09-05,224,"Queensway, Kensington Gardens",08:52:00,09:13:00,18.7,16.6,21.8,6.1,0,165,10.5,24.1,1015.7,0,Queensway,Kensington Gardens,2022-09-05,00:00:00,Monday,Nacht,2022-09-05,00:00:00,Monday,Nacht,Dagelijkse rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124947245,480,19947,2022-09-06,169,"Porchester Place, Paddington",2022-09-06,224,"Queensway, Kensington Gardens",22:06:00,22:14:00,16.9,15.3,18.8,7.6,0,171,13.0,31.5,1012.4,0,Queensway,Kensington Gardens,2022-09-06,00:00:00,Tuesday,Nacht,2022-09-06,00:00:00,Tuesday,Nacht,Kleine rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124904298,240,16047,2022-09-05,29,"Hereford Road, Bayswater",2022-09-05,224,"Queensway, Kensington Gardens",18:19:00,18:23:00,18.7,16.6,21.8,6.1,0,165,10.5,24.1,1015.7,0,Queensway,Kensington Gardens,2022-09-05,00:00:00,Monday,Nacht,2022-09-05,00:00:00,Monday,Nacht,Kleine rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124706008,2040,19469,2022-08-31,307,"Black Lion Gate, Kensington Gardens",2022-08-31,224,"Queensway, Kensington Gardens",14:14:00,14:48:00,16.4,12.1,21.1,0.0,0,34,18.0,38.9,1024.0,0,Queensway,Kensington Gardens,2022-08-31,00:00:00,Wednesday,Nacht,2022-08-31,00:00:00,Wednesday,Nacht,Meerdere daagse rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124824651,60,22457,2022-09-03,224,"Queensway, Kensington Gardens",2022-09-03,224,"Queensway, Kensington Gardens",15:32:00,15:33:00,18.1,14.5,22.2,0.0,0,171,9.8,27.8,1009.4,0,Queensway,Kensington Gardens,2022-09-03,00:00:00,Saturday,Nacht,2022-09-03,00:00:00,Saturday,Nacht,Kleine rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
124704268,1380,17124,2022-08-31,818,"Westminster Pier, Westminster",2022-08-31,224,"Queensway, Kensington Gardens",13:20:00,13:43:00,16.4,12.1,21.1,0.0,0,34,18.0,38.9,1024.0,0,Queensway,Kensington Gardens,2022-08-31,00:00:00,Wednesday,Nacht,2022-08-31,00:00:00,Wednesday,Nacht,Dagelijkse rit,681,City of Westminster, ,11823,12040,9727,12303,12466,9693,1130.62,525883,180615,51.51044892854765,-0.1874199010483689,1,W2 4SS,51.51045032601254,-0.1873956386551924,224
